invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
RINV-04399000061,2022-11-29,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.53043 41.6426),,JOHNSON,1081400.0,AMERICAN SCHNAPPS,421,SAZERAC COMPANY  INC,85437,MR BOSTON BLUE CURACAO,12,1000,4.5,6.75,-48,-324.0,-48.0,-12.68
RINV-04683400018,2023-06-09,3930,KUENNEN'S LIQUOR STORE,106 W MAINS ST PO BOX 142,ST LUCAS,52166.0,POINT(-91.93384701 43.066768997),,FAYETTE,1062400,SPICED RUM,260,DIAGEO AMERICAS,1799,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,1750,18.0,27.0,-12,-324.0,-21.0,-5.54
RINV-04650600145,2023-05-22,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854388964 41.6174140110001),,DALLAS,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,16676,BASIL HAYDEN 8YR,12,750,22.5,33.75,-24,-810.0,-18.0,-4.75
RINV-04532200057,2023-03-01,5441,LIQUOR ON THE CORNER,300 EAST MAIN,CHEROKEE,51012,POINT(-95.54647 42.74958),,CHEROKEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19477,MAKERS MARK,12,1000,22.5,33.75,-12,-405.0,-12.0,-3.17
RINV-04775300034,2023-07-31,4973,QUILLINS QUALITY FOODS WEST UNION,"303, HWY 150 N",WEST UNION,52175.0,POINT(-91.815246014 42.965227018),,FAYETTE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,1750,11.0,16.5,-6,-99.0,-10.5,-2.77
RINV-04629900045,2023-05-05,3842,BANCROFT LIQUOR STORE,107 NORTH PORTLAND STREET,BANCROFT,50517.0,POINT(-94.218242017 43.2935459970001),,KOSSUTH,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38178,TITOS HANDMADE VODKA,6,1750,19.0,28.5,-6,-171.0,-10.5,-2.77
RINV-05426500210,2024-09-10,2538,HY-VEE FOOD STORE #3 (1866) / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,POINT(-92.32785 42.45998),,BLACK HAWK,1062500.0,FLAVORED RUM,370,PERNOD RICARD USA,42718,MALIBU COCONUT,6,1750,16.49,24.74,-6,-148.44,-10.5,-2.77
RINV-04689600130,2023-06-12,3645,WAL-MART 1764 / WINDSOR HEIGHTS,1001  73RD ST,WINDSOR HEIGHTS,50311.0,POINT(-93.71394498 41.59682701),,POLK,1062200,WHITE RUM,35,BACARDI USA INC,43128,BACARDI SUPERIOR,6,1750,15.5,23.25,-6,-139.5,-10.5,-2.77
RINV-05053200005,2023-12-27,10270,LIQUOR LOVERS  / ANKENY,1510 SOUTH ANKENY BOULEVARD PRAIRIE TRAIL SUITE 107-108,ANKENY,50023.0,POINT(-93.601740968 41.716028988),,POLK,1022200.0,100% AGAVE TEQUILA,395,PROXIMO,87402,JOSE CUERVO ESPECIAL SILVER,48,200,3.63,5.45,-48,-261.6,-9.6,-2.53
RINV-04410700105,2022-12-06,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT(-91.60979 41.97687),,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,10550,BLACK VELVET TOASTED CARAMEL,12,750,5.23,7.85,-12,-94.2,-9.0,-2.37
RINV-05107700011,2024-01-30,4202,FAREWAY STORES #829 / SIOUX CITY,4267 SERGEANT ROAD,SIOUX CITY,51106.0,POINT(-96.353956981 42.450483992),,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,18006,BUFFALO TRACE BOURBON,12,750,13.0,19.5,-12,-234.0,-9.0,-2.37
RINV-04926100196,2023-10-27,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.594780971 41.554268986),,POLK,1041100.0,AMERICAN DRY GINS,654,REVELTON DISTILLING COMPANY,31985,REVELTON AMERICAN GIN,6,750,15.0,22.5,-12,-270.0,-9.0,-2.37
RINV-04685100035,2023-06-12,10107,SWEET WATER SPIRITS LLC / CLARION,310 CENTRAL AVENUE EAST,CLARION,50255.0,POINT(-93.730104032 42.731452008),,WRIGHT,1031200,AMERICAN FLAVORED VODKA,521,JEM BEVERAGE COMPANY / WESTERN SON,39825,WESTERN SON BLUEBERRY,12,750,9.01,13.52,-12,-162.24,-9.0,-2.37
RINV-05421000154,2024-09-05,3624,WAL-MART 0748 / NEWTON,300 IOWA SPEEDWAY DR,NEWTON,50208,POINT(-93.01254 41.69668),,JASPER,1031200.0,AMERICAN FLAVORED VODKA,259,HEAVEN HILL BRANDS,40327,DEEP EDDY RUBY RED GRAPEFRUIT,12,750,9.5,14.25,-12,-171.0,-9.0,-2.37
RINV-04954600120,2023-11-13,2565,HY-VEE FOOD STORE (1636) / SPENCER,819 N GRAND AVE,SPENCER,51301.0,POINT(-95.145163248 43.146206572),,CLAY,1081400,AMERICAN SCHNAPPS,380,PHILLIPS BEVERAGE,83363,ICE HOLE BUTTERSCOTCH SCHNAPPS,12,750,5.5,8.25,-12,-99.0,-9.0,-2.37
RINV-05514200009,2024-11-15,5335,EXPO LIQUOR,1810 STATE STREET,BETTENDORF,52722.0,POINT(-90.50689 41.52528),,SCOTT,1051100.0,AMERICAN BRANDIES,205,E & J GALLO WINERY,52593,E & J VS,24,200,2.14,3.21,-24,-77.04,-4.8,-1.26
RINV-04486700084,2023-01-30,2532,HY-VEE FOOD STORE #2 (1138) / DES MOINES,2540 E EUCLID,DES MOINES,50317,POINT(-93.56944 41.62835),,POLK,1071000.0,COCKTAILS/RTD,306,MISSISSIPPI RIVER DISTILLING COMPANY LLC,58746,CODY ROAD BARREL OLD FASHIONED,6,750,17.0,25.5,-6,-153.0,-4.5,-1.18
RINV-04248400055,2022-08-24,3494,SAM'S CLUB 6514 / WATERLOO,210 EAST TOWER PARK DR,WATERLOO,50702,POINT(-92.352359 42.456358),,BLACK HAWK,1062300.0,AGED DARK RUM,482,"SOVEREIGN BRANDS, LLC",64529,BUMBU RUM,6,750,18.5,27.75,-6,-166.5,-4.5,-1.18
RINV-05068000256,2024-01-04,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404.0,POINT(-91.715523662 41.96408718),,LINN,1081600.0,WHISKEY LIQUEUR,620,MPL BRANDS NV INC/ PATCO BRANDS,73583,DOUGH BALL BIRTHDAY CAKE WHISKEY,6,750,17.66,26.49,-6,-158.94,-4.5,-1.18
RINV-04986200014,2023-11-29,2571,HY-VEE FOOD STORE #2 / WATERLOO,2181 LOGAN AVE,WATERLOO,50703.0,POINT(-92.338871971 42.53021299),,BLACK HAWK,1011200,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,73588,YELLOWSTONE SPECIAL FINISHES COLLECTION - TOASTED STAVES,6,750,25.0,37.5,-6,-225.0,-4.5,-1.18
RINV-04991100049,2023-11-30,10201,WORLD LIQUOR & TOBACCO PLUS VAPORS / ADEL,918 COURT STREET,ADEL,50003.0,POINT(-94.019727034 41.618409991),,DALLAS,1081200,CREAM LIQUEURS,205,E & J GALLO WINERY,80487,TIPPY COW VANILLA SOFT SERVE,6,750,11.0,16.5,-6,-99.0,-4.5,-1.18
RINV-05281300006,2024-06-03,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,POINT(-90.538977463 41.809946437),,CLINTON,1022200.0,100% AGAVE TEQUILA,260,DIAGEO AMERICAS,89200,DON JULIO 70TH ANNIVERSARY,6,750,36.49,54.74,-6,-328.44,-4.5,-1.18
RINV-04780600110,2023-08-02,4057,TEQUILA'S LIQUOR STORE,1434 DES MOINES ST STE 5,DES MOINES,50316.0,POINT(-93.597395035 41.595463986),,POLK,1022200.0,100% AGAVE TEQUILA,255,INFINIUM SPIRITS,89249,CORRALEJO REPOSADO,6,1750,30.5,45.75,-2,-91.5,-3.5,-0.92
RINV-04283600020,2022-09-20,5206,BROTHERS MARKET  /  GRUNDY CENTER,1400 G  AVE,GRUNDY CENTER,50638,POINT(-92.782283 42.36157),,GRUNDY,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34457,KETEL ONE,12,1000,15.16,22.74,-3,-68.22,-3.0,-0.79
RINV-04855100017,2023-09-18,4810,KUM & GO #518 / ANKENY,3603 NE OTTERVIEW CIRCLE,ANKENY,50021.0,POINT(-93.571659994 41.761599007),,POLK,1031100.0,AMERICAN VODKAS,777,"BLUE OX SPIRITS, INC.",36873,BLUE OX VODKA,12,750,3.9,5.85,-3,-17.55,-2.25,-0.59
RINV-04782500028,2023-08-03,4369,KUM & GO #28 / NORWALK,2991 SUNSET DR,NORWALK,50211.0,POINT(-93.675019002 41.49659202),,WARREN,1022200.0,100% AGAVE TEQUILA,65,JIM BEAM BRANDS,88548,HORNITOS PLATA,12,750,15.0,22.5,-3,-67.5,-2.25,-0.59
RINV-04319100012,2022-10-14,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),,LINN,1022300.0,MEZCAL,305,MHW LTD,987080,AMARAS CUPREATA JOVEN MEZCAL,6,750,32.5,48.75,-3,-146.25,-2.25,-0.59
RINV-04651200007,2023-05-22,5153,OAK STREET STATION LLC,2403 US HWY 18,INWOOD,51240.0,POINT(-96.441239668 43.302023047),,LYON,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26906,JACK DANIELS SINGLE BARREL,6,750,28.5,42.75,-2,-84.0,-1.5,-0.39
RINV-05523600033,2024-11-21,3784,HARTIG DRUG #14 / INDEPENDENCE,201 1ST STREET WEST,INDEPENDENCE,50644.0,POINT(-91.89548 42.46871),,BUCHANAN,1082200.0,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69667,DR MCGILLICUDDYS VANILLA,12,1000,11.25,16.88,-1,-16.88,-1.0,-0.26
RINV-04847700110,2023-09-14,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854388964 41.617414011),,DALLAS,1701100.0,TEMPORARY & SPECIALTY PACKAGES,420,MOET HENNESSY USA,102069,ARDBEG HEAVY VAPOURS GB - GENERAL RELEASE,6,750,65.99,98.99,-1,-98.99,-0.75,-0.19
RINV-05123200251,2024-02-07,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404.0,POINT(-91.715523662 41.96408718),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,434,LUXCO INC,21067,PENELOPE BARREL STRENGTH,6,750,30.0,45.0,-1,-45.0,-0.75,-0.19
RINV-05470200012,2024-10-14,10416,LIQUOR LAND / DES MOINES,4995 MERLE HAY ROAD,DES MOINES,50310.0,POINT(-93.6972 41.65096),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,421,SAZERAC COMPANY  INC,21466,BENCHMARK TOP FLOOR,12,750,7.5,11.25,-1,-11.25,-0.75,-0.19
RINV-05054500059,2023-12-27,2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,4100 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.673259976 41.59955599),,POLK,1701100.0,TEMPORARY & SPECIALTY PACKAGES,125,CEDAR RIDGE VINEYARDS LL,22487,THE QUINTESSENTIAL SPECIAL RELEASE,6,750,47.5,71.25,-1,-71.25,-0.75,-0.19
RINV-05530600056,2024-11-26,10136,STAR LIQUOR TOBACCO AND VAPE / WAUKEE,23 NORTHEAST CAREFREE LANE,WAUKEE,50263.0,POINT(-93.86816 41.6163),,DALLAS,1012200.0,SCOTCH WHISKIES,260,DIAGEO AMERICAS,5346,JOHNNIE WALKER RED,12,750,13.5,20.25,-1,-20.25,-0.75,-0.19
RINV-04470600247,2023-01-18,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404,POINT(-91.71559 41.96359),,LINN,1031200.0,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,78071,SMIRNOFF ZERO SUGAR INFUSION CUCUMBER & LIME,12,750,8.25,12.38,-1,-12.38,-0.75,-0.19
RINV-04983800207,2023-11-28,2544,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158.0,POINT(-92.910550038 42.039069003),,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,305,MHW LTD,80015,BLUE CHAIR BAY KEY LIME RUM CREAM,12,750,10.49,15.74,-1,-15.74,-0.75,-0.19
RINV-05395800193,2024-08-21,2538,HY-VEE FOOD STORE #3 (1866) / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702.0,POINT(-92.327689003 42.45826902),,BLACK HAWK,1022200.0,100% AGAVE TEQUILA,619,CAMPARI AMERICA,89286,ESPOLON REPOSADO,12,750,17.5,26.25,-1,-26.25,-0.75,-0.19
RINV-04645400021,2023-05-17,5558,CASEY'S GENERAL STORE #1280 / FORT DODGE,1133 S 22ND ST,FORT DODGE,50501.0,POINT(-94.1674170059999 42.4918830080001),,WEBSTER,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,65013,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,50,4.3,6.45,-12,-77.4,-0.6,-0.15
RINV-04423500059,2022-12-14,3696,WAL-MART 1723 / DES MOINES,5101 SE 14TH ST,DES MOINES,50315,POINT(-93.63541 41.53804),,POLK,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,25604,SEAGRAMS 7 CROWN,12,375,3.5,5.25,-1,-5.25,-0.37,-0.09
RINV-04605000024,2023-04-19,6069,BIG 10 MART #12 / DUBUQUE,405 RHOMBERG,DUBUQUE,52001.0,POINT(-90.66613 42.51263),,DUBUQUE,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,-2,-29.86,-0.1,-0.02
RINV-04416700021,2022-12-09,6297,JET STOP BURLINGTON NORTH / BURLINGTON,2760 MT PLEASANT ST.,BURLINGTON,52601,POINT(-91.14088 40.82587),,DES MOINES,1081300.0,AMERICAN CORDIALS & LIQUEURS,421,SAZERAC COMPANY  INC,69709,DR MCGILLICUDDYS WILD GRAPE MINI,12,50,5.0,7.5,-2,-15.0,-0.1,-0.02
INV-61527600001,2023-08-23,3842,BANCROFT LIQUOR STORE,107 NORTH PORTLAND STREET,BANCROFT,50517.0,POINT(-94.218242017 43.293545997),,KOSSUTH,1701100.0,TEMPORARY & SPECIALTY PACKAGES,192,"MAST-JAGERMEISTER US, INC",102013,JAGERMEISTER MINIMEISTER ICE BUCKET VAP,6,20,9.22,13.83,1,13.83,0.02,0.0
INV-63129600001,2023-10-10,4336,LAST CALL 2,120 N MAIN ST,GEORGE,51237.0,POINT(-96.00264401 43.344288991),,LYON,1701100.0,TEMPORARY & SPECIALTY PACKAGES,192,"MAST-JAGERMEISTER US, INC",102013,JAGERMEISTER MINIMEISTER W/ICE BUCKET,6,20,9.22,13.83,1,13.83,0.02,0.0
INV-60486900018,2023-07-19,5877,CASEY'S GENERAL STORE #1659 / ANKENY,302 S ANKENY BLVD,ANKENY,50023.0,POINT(-93.600970001 41.729334002),,POLK,1082100.0,IMPORTED CORDIALS & LIQUEURS,192,"MAST-JAGERMEISTER US, INC",65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
INV-21680000015,2019-09-04,5242,KUM & GO #3502 / IOWA CITY,2303 MUSCATINE AVE,IOWA CITY,52240.0,POINT(-91.50163 41.649545),52,JOHNSON,1082000.0,IMPORTED CORDIALS & LIQUEURS,192.0,"MAST-JAGERMEISTER US, INC",65259,JAGERMEISTER MINI MEISTERS,12,20,4.93,7.4,1,7.4,0.02,0.0
INV-23337900004,2019-11-19,5203,KIMMES COON RAPIDS COUNTRY STORE #12,"516, HIGHWAY 141",COON RAPIDS,50058.0,POINT(-94.678374 41.865913),14,CARROLL,1082000.0,IMPORTED CORDIALS & LIQUEURS,192.0,"MAST-JAGERMEISTER US, INC",65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,4.93,7.4,1,7.4,0.02,0.0
INV-66890900050,2024-02-02,5327,MEGA SAVER / COUNCIL BLUFFS,3540 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.903793041 41.262142016),,POTTAWATTAMIE,1082100.0,IMPORTED CORDIALS & LIQUEURS,192,"MAST-JAGERMEISTER US, INC",65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
INV-69902600001,2024-05-06,5417,CASEY'S GENERAL STORE # 2792/CEDAR RAPIDS,9001 6TH STREET SW,CEDAR RAPIDS,52404.0,POINT(-91.673298567 41.889379109),,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51763600005,2022-10-03,6225,DAY BREAK / WHEATLAND,102 US HIGHWAY 30,WHEATLAND,52777,POINT(-90.841518 41.82906),,CLINTON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-66684200001,2024-01-29,5888,BIG 10 MART #62 / BETTENDORF,999 MIDDLE RD,BETTENDORF,52722.0,POINT(-90.518682017 41.539857016),,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-30003000004,2020-09-04,4159,FAREWAY STORES #073 / COUNCIL BLUFFS,310 MCKENZIE AVE,COUNCIL BLUFFS,51503.0,POINT(-95.817991 41.280084),78,POTTAWATTAMIE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
INV-60176500001,2023-07-10,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761.0,POINT(-91.044577039 41.426581001),,MUSCATINE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-64651800001,2023-11-26,4472,QUICK SHOP FOODS / CENTERVILLE,1023 SOUTH MAIN,CENTERVILLE,52544.0,POINT(-92.873745017 40.724096001),,APPANOOSE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-69862200001,2024-05-03,10201,WORLD LIQUOR & TOBACCO PLUS VAPORS / ADEL,918 COURT STREET,ADEL,50003.0,POINT(-94.019727034 41.618409991),,DALLAS,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59136600001,2023-06-06,5196,THE DEPOT CORALVILLE,100 E  OAKDALE BLVD,CORALVILLE,52241.0,POINT(-91.561984798 41.702041729),,JOHNSON,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-27524600004,2020-05-27,5564,CASEY'S GENERAL STORE #2785 / ANKENY,1602 W 1ST ST,ANKENY,50023.0,POINT(-93.621965 41.731846),77,POLK,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
INV-58981900001,2023-06-02,5382,CASEY'S GENERAL STORE # 2870/ ALTOONA,1419 1ST AVE N,ALTOONA,50009.0,POINT(-93.463990005 41.663614014),,POLK,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-51388300013,2022-09-20,5526,RANDALL'S STOP N SHOP,320 5TH ST,HUDSON,50643,POINT(-92.45494 42.406565),,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-29964700008,2020-09-03,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009.0,POINT(-93.465301 41.644041),77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
INV-26577100003,2020-04-15,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402.0,POINT(-91.668909 42.034799),57,LINN,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
INV-40306700006,2021-09-22,5590,CASEY'S GENERAL STORE #1941 / ANKENY,1010 SE ORALABOR RD,ANKENY,50021.0,POINT(-93.581993 41.702885),77,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59397900001,2023-06-14,4507,CASEY'S GENERAL STORE #2902 / SPENCER,411 W 18TH,SPENCER,51301.0,POINT(-95.150985986 43.156174986),,CLAY,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59440200001,2023-06-15,5604,CASEY'S GENERAL STORE #1599 / MT VERNON,323 HWY 30 W,MOUNT VERNON,52314.0,POINT(-91.425374251 41.916290287),,LINN,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-70666800001,2024-05-30,2597,HY-VEE FOOD STORE / CHEROKEE,1300 N. SECOND,CHEROKEE,51012.0,POINT(-95.551000999 42.765593008),,CHEROKEE,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59271300001,2023-06-09,4159,FAREWAY STORES #073 / COUNCIL BLUFFS,310 MCKENZIE AVE,COUNCIL BLUFFS,51503.0,POINT(-95.819288034 41.279822006),,POTTAWATTAMIE,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-53427300013,2022-11-28,5397,CASEY'S GENERAL STORE # 2774/AMANA,617 42ND AVE,AMANA,52203,POINT(-91.87468 41.80125),,IOWA,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-42845500020,2021-12-13,5354,KIMMES WALL LAKE,129 CENTER STREET,WALL LAKE,51466.0,POINT(-95.090639 42.271309),81,SAC,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-59835900001,2023-06-28,4296,CIRCLE B MARKET,111 MAIN ST,KEOSAUQUA,52565.0,POINT(-91.962831967 40.729257996),,VAN BUREN,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-65864900001,2024-01-02,5397,CASEY'S GENERAL STORE # 2774/AMANA,617 42ND AVE,AMANA,52203.0,POINT(-91.875148961 41.801423985),,IOWA,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-73351000001,2024-08-19,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,1532 ELLIS BLVD NW,CEDAR RAPIDS,52405.0,POINT(-91.68249955 41.988516698),,LINN,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-65551000001,2023-12-21,6063,CASEY'S GENERAL STORE #2406 / PLEASANT HILL,1125 N HICKORY BLVD,PLEASANT HILL,50327.0,POINT(-93.51636198 41.600227003),,POLK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-70408600001,2024-05-21,4786,CASEY'S GENERAL STORE #1706 / WINTERSET,1021 N 1ST ST,WINTERSET,50273.0,POINT(-94.012954037 41.343631005),,MADISON,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-50291900009,2022-08-12,5547,CASEY'S GENERAL STORE #3024 / MEDIAPOLIS,208 WAPPELLO ST,MEDIAPOLIS,52637.0,,,DES MOINES,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-70735200001,2024-05-31,5777,CASEY'S GENERAL STORE #2610 / ATLANTIC,1408 E 7TH ST,ATLANTIC,50022.0,POINT(-94.992871021 41.40423602),,CASS,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-54932800057,2023-01-13,2506,HY-VEE #2 (1044) / BURLINGTON,3140 AGENCY,BURLINGTON,52601,POINT(-91.13664 40.81467),,DES MOINES,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
INV-35805400215,2021-04-14,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010.0,,85,STORY,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
